FIRE_NAME,acres_geom,sev1_acres,sev2_acres,sev3_acres,sev4_acres,sev5_acres,sev6_acres,burned_acres
3-19,65.00828028184647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II-2,64.87540958055645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POPE,64.28283118949024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILL,63.227076526620614,60.04660769652117,68.05282205605732,0.0,0.0,0.0,0.0,128.0994297525785
AIRLINE,62.40776663784706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLAT,62.040899879542415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUNT R,61.77020634483141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H - 8 WELL,60.9905595722853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIPP,59.731683904891554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLOWS,58.15129401123413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAR,57.78549968576237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARISH,57.63134373478428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EASTON,56.79853894421703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIELDS,55.32902913672503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPPER,54.708331193153214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOOD,54.357467385423526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLACER,53.15906011656093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITTLE SODA,53.089352117092254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LILAC,52.846732352279986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAGE,51.16019804570782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARDEN,49.009172138984944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEN,48.125483108247394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKYLINE,47.93220691973239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAKER,47.61865354410066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUASNA,47.42928643023226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENTONE,47.27262032564244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST,46.83758202231697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPPER,46.58348983956309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLCANO,46.38838737276349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-5 DRY,45.45547748877554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELL,44.9000593585546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACHE,44.79755553966833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHERWOOD,44.5982548691397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLS,44.13910761127216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRUDDEN,43.211439332169235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TULE,43.19803685114515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUMICE ,43.02710251746467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,42.87540593530309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIBSON,41.670837093265334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLAT,40.12767051761282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,39.91982713662932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATT,39.8657960221812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERKIN,39.826367516243074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEATHER,39.70506709282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITMAN,39.66617255262266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERRA,39.05029108409636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,38.07276115921146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRON,37.90358643198249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHACKLEFORD,37.65019320453926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHOOLHOUSE,37.06383943319837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFE,36.70167070095006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREEN,36.14023705867106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATER,36.02046461049093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORANGE,35.979200913295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISTA ,34.71777193635225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLOW,33.974059395294624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33.667473089944984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUAN,33.28200867496345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METZ,33.09190975729334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAGE,33.05521484413924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIMA,32.43576961475407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIRCLE,32.20204276723824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATOS,31.958909338119998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAND,31.061350375297028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORSE,30.192659155675194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARCHNER,30.025184155080932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FISH CREEK,29.782421175420307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDIAN,29.491697881631215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRSCHEMANN,28.75133068481381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWITCHELL,28.684516435473697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIMPSON,28.574883602447027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRONAN,28.271422604622618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUNTAIN,28.201824509996346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISTA,27.80199924965095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-26,27.642009730854106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATHENS,27.300281993588857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUTTER,26.9589051091803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEAK,26.729744877120837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCAMORE,26.59258830911644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAGE,26.56774308485633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RED,26.40626047624663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITO,25.822442263530924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYONS,25.58537349968045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORN,25.201718425594546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRD,25.0481682170772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROSS,24.496290420177445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERRY,24.21430176545969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK,24.097877051990434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDARD,23.77980274124323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINER,23.13612571685335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTTON,22.7094139208678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANDY,22.689682317616505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPPERHEAD,22.66836473742546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FARRIER,22.634142182033717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUEHNER 2,22.425052909810514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATER,22.27070396775811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATHOLIC,22.234709166000766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIM,21.924663331032026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUNFIELD,21.912388800309458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PINEY,21.870727107149012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMBERT,21.81629561286315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JULIUS,21.76858883546998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRONTIER,21.7088061138636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-28,21.372178762692428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRKLAND,21.10390743765201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAR,20.488356472280643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
III_2,20.43505875870559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDIAN,20.427150571386257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COAST,20.208520632492924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE,19.949405526792674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLARK,18.8292012674155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRESTA BLANCA,18.42454811497107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROWN,18.35317770824958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALD,17.924084926096416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERRA,17.904785682661416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALLARD,17.29711211682502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPANISH,17.29429767152134,38.25191305111719,6.0046607696521175,6.227055612972566,0.2223948433204488,0.4447896866408976,0.0,50.706024277062326
RIDGE,17.10552185260051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEVILS GULCH,16.94511764648722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAGO,16.8902124393174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIFFORD ,16.80186576703615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEOPARD,16.62895494713049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAKS,16.569906525597492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISTA,16.153659969136783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEDIO,16.060993648447823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOCUST,15.859375761868431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANCISCAN,15.779812189055994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PINES,15.737018303149652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIATA,15.232474371565745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADOBE,15.18358344742277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROCK,14.988233542992091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L-2 YELLOW,14.904151874977362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEATHER,14.74085057204986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JENNY 2-3,14.639281054581355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAIL,14.590082087334041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIDGE,14.587044506384181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMERON,14.426090762411706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BULL,14.089760203434215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTON,13.840987972853496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOWNSEND,13.730418294196141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIOSA,13.69466124033831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLAT,13.647848089415692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTARD,13.633404037402425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEDDY,13.279583684544807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSA,13.274487518168025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURPHY,13.251230063793862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TODD,13.096805568740928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH MAIN,13.008069612982887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLEMING,12.93148346345344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUAIL,12.858463161579506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAYBURN,12.39056192954456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-11,12.20922649205383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAREY,12.152783002275463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURPHY,12.08646399631147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URSULINE,11.931831649814008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 POINTS,11.786092772950667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUARTER,11.58482721842912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RESERVE,11.500832387614365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAVIS 3,11.434924880865614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THERMAL,11.425549071158612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LULU,11.384320649713603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PINE,11.313776492998233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAMWAY,11.137992964759242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINE,11.074193411664659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOOMER,10.929852184838559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARCES,10.84560386956904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INWOOD,10.819942885470208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRIS,10.616636454353745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYTLE,10.518600960190993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEAR,10.473803021951412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KENWOOD,10.37327140382587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MELANESE,10.316026895937496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRINGS,10.299937888276151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATO,10.23548371129954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALDO,10.10228523585075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMELOT ,9.619437440417475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALPH ,9.390320152143794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,9.183240340416985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOCKINGBIRD,8.885981125856503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEASANTS,8.700543501625598,27.3545657284152,6.0046607696521175,0.8895793732817951,0.0,2.6687381198453854,0.0,34.24880587134911
GOODENOUGH,8.415401344399866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALM,8.406719839511993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOYES 1-14,8.120094836376454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NICHOLS,8.11947225690187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMARTSVILLE,8.08980444432501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIBERTY,8.055542399498199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RESERVOIR,8.031842263787588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMATTA,7.910174677092704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLIAMS,7.809148940933069,4.003107179768078,20.01553589884039,8.673398889497502,2.891132963165834,0.0,0.0,35.583174931271806
DELTA,7.600722794205739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GULCH,7.514979107511379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MULE,7.356134769193187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANYON,7.26886379699123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,7.2226571933452925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAGUNA,7.162430445225877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POND,7.08600417054139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210TH,7.067638989385046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENERGY,6.926874889491593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOPAZ,6.894758651542112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCHRAN,6.860261575620985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRUNO,6.789680673712855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOPANGA,6.732284641856783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARROW,6.730835069782569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HASLEY,6.671052130005271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STONY,6.58557986288586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINNE,6.545315622981035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-30,6.258570164030313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLIMA,6.245224362583392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUNNIGAN,6.12525780239207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROSS,6.081545033668594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREEN,6.077072047166598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHED,6.066701288008166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JACK,5.797959302291659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOFFORD ,5.78890910680222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARE,5.767365023344383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIGGER/QUAIL,5.713015769196908,16.45721840571321,11.786926695983786,0.0,0.0,0.0,0.0,28.244145101696997
OAT,5.63827634690531,6.449450456293015,2.446343276524937,0.0,0.0,0.0,0.0,8.895793732817951
PIERCE,5.636075491959484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SALMON,5.429195419021431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAVE,5.205856573538708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE,5.151303475731824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEADOW,5.033756991062347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBSTER,4.872180826349319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE LAKES,4.366006600853915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALGROVE,4.2280789702460595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUCERNE,4.121907437812321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANAL,4.07307775114261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEWIS,3.9673560276769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRING,3.9584279577215793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEMENT,3.5096591449479497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORR,3.5030439024474718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILL,3.4855805271781617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VENICE,3.3597821715195395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAVIS,3.2572042742391045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXTENSION INC,3.2463028284183646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLAME,3.2303481148026707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV_1,3.0492756908834955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SABODAN,3.0244196862006034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO NAME,3.0134027761564752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIRPORT,3.0013265430084934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAGO,2.8148160935601396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUYS,2.8024662633343067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOPANGA,2.614252606849998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAIRY,2.582168656601575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWELL,2.5603815064706295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIL,2.4768746908585886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARTIN,2.360440928382096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKE VIEW,2.308134639828614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANCHO,2.2681678804828285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FARM,2.2410320100979613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REDWOOD,2.17882242738201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMATTA,2.139033102631624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUCY,2.1383428597252028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIDLE,2.0577309792897864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAWLEY,2.023606357824927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUBCAP,2.0177613079744496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORO,2.0162592804967487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREEK,2.0140595463391047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYTTON,1.931221480925812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEATHER,1.9139235120579374,7.33902982957481,0.0,0.0,0.0,0.4447896866408976,0.0,7.33902982957481
DUNNIGAN,1.851231138925461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-7,1.8423043025149939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUASNA,1.8204278441206418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORNELL,1.8104250551274441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.8073004749850563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUSTARD,1.806824153956119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GROVE,1.7989259561589175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRING,1.749327370176315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINDY RIDGE,1.7427680756320658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAYLOR,1.7313993575369488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMB,1.710457115730972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRING,1.7034255221077148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILL,1.6995156719437694,3.5583174931271806,9.340583419458849,1.7791587465635903,0.0,0.0,0.0,14.67805965914962
FOX,1.6968482242934209,2.446343276524937,2.001553589884039,1.111974216602244,0.0,0.0,0.0,5.5598710830112195
LIVE OAK,1.6696980703565354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANCHO,1.5328375625448316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANNING,1.5290548204128505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLASKETT,1.500967492115092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAGLE,1.4826658117767904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BISHOP,1.470366181084313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISLAND,1.435053131393663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.4102924298303705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BITTER,1.3923956026136426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DONALD,1.3796410471762774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEORGE,1.346428544888955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHABLIS,1.3319294214912158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRING,1.2904031120182728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RED 3-1,1.2882181161460928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESA,1.2505318353470298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREEK,1.2475261328454401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUNTY ROAD 2,1.2427026545874063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-1,1.2041920408204678,2.446343276524937,10.230162792740645,3.780712336447629,0.0,0.2223948433204488,0.0,16.45721840571321
MACK,1.202351457064189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLS,1.1751533473045324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGHLAND,1.1543991152821595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERRA,1.1342587218292641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAVIS,1.1195418708762188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOBILE,1.1194005702640184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONTICELLO,1.0864255745726783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOFFETT,1.0704556717087883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUTLET,1.0668722475665304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRICE,1.057541431281933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWIN,1.0429089307004018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUNTRY,1.0168957365603721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHERRY,1.0090939983252956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
